Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
"tidak bisa hapus no rek yg pernah kita tf,padahal pengenya bisa di hapus biar gak salah tf klo lagi rusuh",tidak bisa hapus pernah kita tfpadahal pengenya bisa hapus biar salah lagi rusuh,tidak bisa hapus pernah kita tfpadahal pengenya bisa hapus biar salah lagi rusuh,"['tidak', 'bisa', 'hapus', 'pernah', 'kita', 'tfpadahal', 'pengenya', 'bisa', 'hapus', 'biar', 'salah', 'lagi', 'rusuh']","['hapus', 'tfpadahal', 'pengenya', 'hapus', 'biar', 'salah', 'rusuh']",hapus tfpadahal kenya hapus biar salah rusuh
terima kasih shopeepay sangat membantu,terima kasih shopeepay sangat membantu,terima kasih shopeepay sangat membantu,"['terima', 'kasih', 'shopeepay', 'sangat', 'membantu']","['terima', 'kasih', 'shopeepay', 'membantu']",terima kasih shopeepay bantu
shopee pay bisa untuk bayar XL prioritas. Terima kasih.,shopee bisa untuk bayar prioritas terima kasih,shopee bisa untuk bayar prioritas terima kasih,"['shopee', 'bisa', 'untuk', 'bayar', 'prioritas', 'terima', 'kasih']","['shopee', 'bayar', 'prioritas', 'terima', 'kasih']",shopee bayar prioritas terima kasih
bagusss bangeettt,bagusss bangeettt,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
menyenangkan dan memudahkan dalam transaksi,menyenangkan memudahkan dalam transaksi,menyenangkan memudahkan dalam transaksi,"['menyenangkan', 'memudahkan', 'dalam', 'transaksi']","['menyenangkan', 'memudahkan', 'transaksi']",senang mudah transaksi
"ini aku udh download tapi ngga tau kode referral nya dimana?!aku coba"" juga ngga bisa.mau claim hadiah juga malah harus download dulu.padahal dah di download gimana nih",download tapi ngga kode referral dimanaaku coba juga ngga bisamau claim hadiah juga malah harus download dulupadahal download gimana,download tapi tidak kode referral dimanaaku coba juga tidak bisamau claim hadiah juga malah harus download dulupadahal download bagaimana,"['download', 'tapi', 'tidak', 'kode', 'referral', 'dimanaaku', 'coba', 'juga', 'tidak', 'bisamau', 'claim', 'hadiah', 'juga', 'malah', 'harus', 'download', 'dulupadahal', 'download', 'bagaimana']","['download', 'kode', 'referral', 'dimanaaku', 'coba', 'bisamau', 'claim', 'hadiah', 'download', 'dulupadahal', 'download']",download kode referral dimanaaku coba bisamau claim hadiah download dulupadahal download
mabtap,mabtap,mabtap,['mabtap'],['mabtap'],mabtap
nggak bisa download,nggak bisa download,tidak bisa download,"['tidak', 'bisa', 'download']",['download'],download
tak bisa ganti no hp,bisa ganti,bisa ganti,"['bisa', 'ganti']",['ganti'],ganti
mengganggu saya,mengganggu saya,mengganggu saya,"['mengganggu', 'saya']",['mengganggu'],ganggu
emang mantap shopeepay ok banget,emang mantap shopeepay banget,memang mantap shopeepay banget,"['memang', 'mantap', 'shopeepay', 'banget']","['mantap', 'shopeepay', 'banget']",mantap shopeepay banget
cukup membantu.. makasih shopee,cukup membantu makasih shopee,cukup membantu terima kasih shopee,"['cukup', 'membantu', 'terima', 'kasih', 'shopee']","['membantu', 'terima', 'kasih', 'shopee']",bantu terima kasih shopee
cepat respon,cepat respon,cepat respon,"['cepat', 'respon']","['cepat', 'respon']",cepat respon
"asli praktis,program nya bekwrja dgan baik",asli praktisprogram bekwrja dgan baik,asli praktisprogram bekwrja dgan baik,"['asli', 'praktisprogram', 'bekwrja', 'dgan', 'baik']","['asli', 'praktisprogram', 'bekwrja', 'dgan']",asli praktisprogram bekwrja dgan
"saldo top up tidak masuk ke akun shopeepay saya,sampai saya harus menunggu 1x24 jam dan apa setelahnya??...masalah masih belum terselesaikan dan saya chat lagi cs nya malah disuruh nunggu lagi aduh parahh...banyak yang mengalami bukan hanya saya!! mungkin top up saya ga seberapa tapi orang lain yang nominalnya besar bagaimana?...tolong lah pihak shopeepay nih,jujur saya kurang puas ""kecewa""",saldo tidak masuk akun shopeepay sayasampai saya harus menunggu x setelahnyamasalah masih belum terselesaikan saya chat lagi malah disuruh nunggu lagi aduh parahhbanyak yang mengalami bukan hanya saya mungkin saya seberapa tapi orang lain yang nominalnya besar bagaimanatolong pihak shopeepay nihjujur saya kurang puas kecewa,saldo tidak masuk akun shopeepay sayasampai saya harus menunggu kali setelahnyamasalah masih belum terselesaikan saya chat lagi malah disuruh menunggu lagi aduh parahhbanyak yang mengalami bukan hanya saya mungkin saya seberapa tapi orang lain yang nominalnya besar bagaimanatolong pihak shopeepay nihjujur saya kurang puas kecewa,"['saldo', 'tidak', 'masuk', 'akun', 'shopeepay', 'sayasampai', 'saya', 'harus', 'menunggu', 'kali', 'setelahnyamasalah', 'masih', 'belum', 'terselesaikan', 'saya', 'chat', 'lagi', 'malah', 'disuruh', 'menunggu', 'lagi', 'aduh', 'parahhbanyak', 'yang', 'mengalami', 'bukan', 'hanya', 'saya', 'mungkin', 'saya', 'seberapa', 'tapi', 'orang', 'lain', 'yang', 'nominalnya', 'besar', 'bagaimanatolong', 'pihak', 'shopeepay', 'nihjujur', 'saya', 'kurang', 'puas', 'kecewa']","['saldo', 'masuk', 'akun', 'shopeepay', 'sayasampai', 'menunggu', 'kali', 'setelahnyamasalah', 'terselesaikan', 'chat', 'disuruh', 'menunggu', 'aduh', 'parahhbanyak', 'mengalami', 'orang', 'nominalnya', 'bagaimanatolong', 'shopeepay', 'nihjujur', 'puas', 'kecewa']",saldo masuk akun shopeepay sayasampai tunggu kali setelahnyamasalah selesai chat suruh tunggu aduh parahhbanyak alami orang nominal bagaimanatolong shopeepay nihjujur puas kecewa
"Good job apps nya,sangat rekomended dan sangat memuaskan banget ya,sehingga membuat kita semakin nyaman saat menggunakan apps nya,simpel dan sangat sederhana ketika dipakai dengan berbagai kelebihan yg dimiliki nya,salah satu bank digital yang sangat amanah banget mampu memberikan kepuasaan dan kenyamanan bagi para pengguna nya,sejauh ini sih menggunakan apps nya nyaris tanpa bug,nggak berikan dan ngga lemot jadi sangat nyaman ketika menggunakan apps nya dalam melakukan berbagai error..",good apps nyasangat rekomended sangat memuaskan banget yasehingga membuat kita semakin nyaman saat menggunakan apps nyasimpel sangat sederhana ketika dipakai dengan berbagai kelebihan dimiliki nyasalah satu bank digital yang sangat amanah banget mampu memberikan kepuasaan kenyamanan bagi para pengguna nyasejauh menggunakan apps nyaris tanpa bugnggak berikan ngga lemot jadi sangat nyaman ketika menggunakan apps dalam melakukan berbagai error,good apps nyasangat rekomended sangat memuaskan banget yasehingga membuat kita semakin nyaman saat menggunakan apps nyasimpel sangat sederhana ketika dipakai dengan berbagai kelebihan dimiliki nyasalah satu bank digital yang sangat amanah banget mampu memberikan kepuasaan kenyamanan bagi para pengguna nyasejauh menggunakan apps nyaris tanpa bugnggak berikan tidak lemot jadi sangat nyaman ketika menggunakan apps dalam melakukan berbagai error,"['good', 'apps', 'nyasangat', 'rekomended', 'sangat', 'memuaskan', 'banget', 'yasehingga', 'membuat', 'kita', 'semakin', 'nyaman', 'saat', 'menggunakan', 'apps', 'nyasimpel', 'sangat', 'sederhana', 'ketika', 'dipakai', 'dengan', 'berbagai', 'kelebihan', 'dimiliki', 'nyasalah', 'satu', 'bank', 'digital', 'yang', 'sangat', 'amanah', 'banget', 'mampu', 'memberikan', 'kepuasaan', 'kenyamanan', 'bagi', 'para', 'pengguna', 'nyasejauh', 'menggunakan', 'apps', 'nyaris', 'tanpa', 'bugnggak', 'berikan', 'tidak', 'lemot', 'jadi', 'sangat', 'nyaman', 'ketika', 'menggunakan', 'apps', 'dalam', 'melakukan', 'berbagai', 'error']","['good', 'apps', 'nyasangat', 'rekomended', 'memuaskan', 'banget', 'yasehingga', 'nyaman', 'apps', 'nyasimpel', 'sederhana', 'dipakai', 'kelebihan', 'dimiliki', 'nyasalah', 'bank', 'digital', 'amanah', 'banget', 'kepuasaan', 'kenyamanan', 'pengguna', 'nyasejauh', 'apps', 'bugnggak', 'lemot', 'nyaman', 'apps', 'error']",good apps nyasangat rekomended muas banget yasehingga nyaman apps nyasimpel sederhana pakai lebih milik nyasalah bank digital amanah banget puasa nyaman guna nyasejauh apps bugnggak lot nyaman apps error
shoope pay emang gada 2 nya top deh,shoope emang gada,shoope memang tidak ada,"['shoope', 'memang', 'tidak', 'ada']",['shoope'],shoope
"mantapp.. aplikasinya sangat membantu bagi yg ga punya rekening, hehe",mantapp aplikasinya sangat membantu bagi punya rekening hehe,mantap aplikasinya sangat membantu bagi punya rekening hehe,"['mantap', 'aplikasinya', 'sangat', 'membantu', 'bagi', 'punya', 'rekening', 'hehe']","['mantap', 'aplikasinya', 'membantu', 'rekening', 'hehe']",mantap aplikasi bantu rekening hehe
bagis,bagis,bagis,['bagis'],['bagis'],bagis
Mudah dan cepat,mudah cepat,mudah cepat,"['mudah', 'cepat']","['mudah', 'cepat']",mudah cepat
sngt puass,sngt puass,sangat puass,"['sangat', 'puass']",['puass'],puass
setelah menggunakan aplikasi ShopeePay dalam kegiatan transaksi ekonomi saya merasa sangat puas dengan kelebihan kelebihan yang ada di ShopeePay.,setelah menggunakan aplikasi shopeepay dalam kegiatan transaksi ekonomi saya merasa sangat puas dengan kelebihan kelebihan yang shopeepay,setelah menggunakan aplikasi shopeepay dalam kegiatan transaksi ekonomi saya merasa sangat puas dengan kelebihan kelebihan yang shopeepay,"['setelah', 'menggunakan', 'aplikasi', 'shopeepay', 'dalam', 'kegiatan', 'transaksi', 'ekonomi', 'saya', 'merasa', 'sangat', 'puas', 'dengan', 'kelebihan', 'kelebihan', 'yang', 'shopeepay']","['aplikasi', 'shopeepay', 'kegiatan', 'transaksi', 'ekonomi', 'puas', 'kelebihan', 'kelebihan', 'shopeepay']",aplikasi shopeepay giat transaksi ekonomi puas lebih lebih shopeepay
"Transfer nya enak di tidak dikenakan biaya admin, cuma kemarin saya topup saldo sebesar 101.500 belum kunjung masuk juga hingga saat ini. Disuruh menunggu terus, padahal saya membutuhkan uang tersebut. Kenapa yaaa kok saldonya belum masuk juga, walaupun hanya uang 100.000 tapi saya membutuhkan uangnya, mohon untuk bantuannya agar saldonya bisa segera masuk ke akun shopee pay saya. Terimakasih",transfer enak tidak dikenakan biaya admin cuma kemarin saya topup saldo sebesar  belum kunjung masuk juga hingga saat disuruh menunggu terus padahal saya membutuhkan uang tersebut kenapa yaaa saldonya belum masuk juga walaupun hanya uang  tapi saya membutuhkan uangnya mohon untuk bantuannya agar saldonya bisa segera masuk akun shopee saya terimakasih,transfer enak tidak dikenakan biaya admin cuma kemarin saya topup saldo sebesar belum kunjung masuk juga hingga saat disuruh menunggu terus padahal saya membutuhkan uang tersebut kenapa ya saldonya belum masuk juga walaupun hanya uang tapi saya membutuhkan uangnya mohon untuk bantuannya agar saldonya bisa segera masuk akun shopee saya terimakasih,"['transfer', 'enak', 'tidak', 'dikenakan', 'biaya', 'admin', 'cuma', 'kemarin', 'saya', 'topup', 'saldo', 'sebesar', 'belum', 'kunjung', 'masuk', 'juga', 'hingga', 'saat', 'disuruh', 'menunggu', 'terus', 'padahal', 'saya', 'membutuhkan', 'uang', 'tersebut', 'kenapa', 'ya', 'saldonya', 'belum', 'masuk', 'juga', 'walaupun', 'hanya', 'uang', 'tapi', 'saya', 'membutuhkan', 'uangnya', 'mohon', 'untuk', 'bantuannya', 'agar', 'saldonya', 'bisa', 'segera', 'masuk', 'akun', 'shopee', 'saya', 'terimakasih']","['transfer', 'enak', 'dikenakan', 'biaya', 'admin', 'kemarin', 'topup', 'saldo', 'kunjung', 'masuk', 'disuruh', 'menunggu', 'membutuhkan', 'uang', 'ya', 'saldonya', 'masuk', 'uang', 'membutuhkan', 'uangnya', 'mohon', 'bantuannya', 'saldonya', 'masuk', 'akun', 'shopee', 'terimakasih']",transfer enak kena biaya admin kemarin topup saldo kunjung masuk suruh tunggu butuh uang ya saldo masuk uang butuh uang mohon bantu saldo masuk akun shopee terimakasih
bintang yang bicara,bintang yang bicara,bintang yang bicara,"['bintang', 'yang', 'bicara']","['bintang', 'bicara']",bintang bicara
oke mangtapssss,mangtapssss,mangtapssss,['mangtapssss'],['mangtapssss'],mangtapssss
"sangat membantu, sngat bermanfaat trimakasih sdah mnyediakan apk Shopeepay trimakasih",sangat membantu sngat bermanfaat trimakasih sdah mnyediakan shopeepay trimakasih,sangat membantu sngat bermanfaat trimakasih sudah mnyediakan shopeepay trimakasih,"['sangat', 'membantu', 'sngat', 'bermanfaat', 'trimakasih', 'sudah', 'mnyediakan', 'shopeepay', 'trimakasih']","['membantu', 'sngat', 'bermanfaat', 'trimakasih', 'mnyediakan', 'shopeepay', 'trimakasih']",bantu sngat manfaat trimakasih mnyediakan shopeepay trimakasih
"sistem buruk, cs males ngetik, semua pake pesan otomatis, gabisa memberikan solusi,",sistem buruk males ngetik semua pake pesan otomatis gabisa memberikan solusi,sistem buruk malas mengetik semua pakai pesan otomatis tidak bisa memberikan solusi,"['sistem', 'buruk', 'malas', 'mengetik', 'semua', 'pakai', 'pesan', 'otomatis', 'tidak', 'bisa', 'memberikan', 'solusi']","['sistem', 'buruk', 'malas', 'mengetik', 'pakai', 'pesan', 'otomatis', 'solusi']",sistem buruk malas etik pakai pesan otomatis solusi
sangat mrmbantu,sangat mrmbantu,sangat mrmbantu,"['sangat', 'mrmbantu']",['mrmbantu'],mrmbantu
klw bisa tambah gb klw masa aktif 3 hr,bisa tambah masa aktif,bisa tambah masa aktif,"['bisa', 'tambah', 'masa', 'aktif']",['aktif'],aktif
apk ini sangat berguna sekali buat saya,sangat berguna sekali buat saya,sangat berguna sekali buat saya,"['sangat', 'berguna', 'sekali', 'buat', 'saya']",['berguna'],guna
bagus gampang di pahami,bagus gampang pahami,bagus gampang pahami,"['bagus', 'gampang', 'pahami']","['bagus', 'gampang', 'pahami']",bagus gampang paham
pelayanan cepat kilat,pelayanan cepat kilat,pelayanan cepat kilat,"['pelayanan', 'cepat', 'kilat']","['pelayanan', 'cepat', 'kilat']",layan cepat kilat
"semua jadi lebih mudah, transfer, bayar, beli pulsa dan lain lain",semua jadi lebih mudah transfer bayar beli pulsa lain lain,semua jadi lebih mudah transfer bayar beli pulsa lain lain,"['semua', 'jadi', 'lebih', 'mudah', 'transfer', 'bayar', 'beli', 'pulsa', 'lain', 'lain']","['mudah', 'transfer', 'bayar', 'beli', 'pulsa']",mudah transfer bayar beli pulsa
kok jadi lemot,jadi lemot,jadi lemot,"['jadi', 'lemot']",['lemot'],lot
sangat membantu aplikasi nya,sangat membantu aplikasi,sangat membantu aplikasi,"['sangat', 'membantu', 'aplikasi']","['membantu', 'aplikasi']",bantu aplikasi
mantap 🫰🫰,mantap,mantap,['mantap'],['mantap'],mantap
memudahkan segala macam pembayaran... kereeen bintang 5,memudahkan segala macam pembayaran kereeen bintang,memudahkan segala macam pembayaran keren bintang,"['memudahkan', 'segala', 'macam', 'pembayaran', 'keren', 'bintang']","['memudahkan', 'pembayaran', 'keren', 'bintang']",mudah bayar keren bintang
sangat praktis. cepat dan mudah,sangat praktis cepat mudah,sangat praktis cepat mudah,"['sangat', 'praktis', 'cepat', 'mudah']","['praktis', 'cepat', 'mudah']",praktis cepat mudah
sangat membantu buat saya. mantap,sangat membantu buat saya mantap,sangat membantu buat saya mantap,"['sangat', 'membantu', 'buat', 'saya', 'mantap']","['membantu', 'mantap']",bantu mantap
kenapa spayletter saya tidak bisa di setujui ada apa dengan spayletter saya,kenapa spayletter saya tidak bisa setujui dengan spayletter saya,kenapa spayletter saya tidak bisa setujui dengan spayletter saya,"['kenapa', 'spayletter', 'saya', 'tidak', 'bisa', 'setujui', 'dengan', 'spayletter', 'saya']","['spayletter', 'setujui', 'spayletter']",spayletter tuju spayletter
kenapa kalau kirim uang ke bank selalu nyangkut 1-3 hari sih padahal uangnya lagi butuh-butuhnya dan sekarang uang saya masih nyangkut gak tau sampai kapan perbaiki sistemnya,kenapa kalau kirim uang bank selalu nyangkut hari padahal uangnya lagi butuhbutuhnya sekarang uang saya masih nyangkut sampai kapan perbaiki sistemnya,kenapa kalau kirim uang bank selalu nyangkut hari padahal uangnya lagi butuhbutuhnya sekarang uang saya masih nyangkut sampai kapan perbaiki sistemnya,"['kenapa', 'kalau', 'kirim', 'uang', 'bank', 'selalu', 'nyangkut', 'hari', 'padahal', 'uangnya', 'lagi', 'butuhbutuhnya', 'sekarang', 'uang', 'saya', 'masih', 'nyangkut', 'sampai', 'kapan', 'perbaiki', 'sistemnya']","['kirim', 'uang', 'bank', 'nyangkut', 'uangnya', 'butuhbutuhnya', 'uang', 'nyangkut', 'perbaiki', 'sistemnya']",kirim uang bank nyangkut uang butuhbutuhnya uang nyangkut baik sistem
"keren semua fiturnya gampang di jalankan, praktis dan cepat. thanks for shopeepay.",keren semua fiturnya gampang jalankan praktis cepat thanks shopeepay,keren semua fiturnya gampang jalankan praktis cepat thanks shopeepay,"['keren', 'semua', 'fiturnya', 'gampang', 'jalankan', 'praktis', 'cepat', 'thanks', 'shopeepay']","['keren', 'fiturnya', 'gampang', 'jalankan', 'praktis', 'cepat', 'thanks', 'shopeepay']",keren fiturnya gampang jalan praktis cepat thanks shopeepay
"sangat membantu,terus berkarya shopeey",sangat membantuterus berkarya shopeey,sangat membantuterus berkarya shopeey,"['sangat', 'membantuterus', 'berkarya', 'shopeey']","['membantuterus', 'berkarya', 'shopeey']",membantuterus karya shopeey
"bagus,, memudahkan pembayaran,,",bagus memudahkan pembayaran,bagus memudahkan pembayaran,"['bagus', 'memudahkan', 'pembayaran']","['bagus', 'memudahkan', 'pembayaran']",bagus mudah bayar
"sangat buruk, saya memiliki cicilan di kredivo dan membayar pake app spay malah telat prosesnya berhasil hari esok nya, dan saya jadinya terkena denda sebesar 109rb di kredivo yang harusnya pas uang malah jadi nombok . shopee pay jelek tidak realtime. cs lama bals jelek pekerjanya lemot farah maaf saya uninstal",sangat buruk saya memiliki cicilan kredivo membayar pake spay malah telat prosesnya berhasil hari esok saya jadinya terkena denda sebesar rb kredivo yang harusnya uang malah jadi nombok shopee jelek tidak realtime lama bals jelek pekerjanya lemot farah maaf saya uninstal,sangat buruk saya memiliki cicilan kredivo membayar pakai spay malah telat prosesnya berhasil hari esok saya jadinya terkena denda sebesar ribu kredivo yang harusnya uang malah jadi nombok shopee jelek tidak realtime lama bals jelek pekerjanya lemot farah maaf saya uninstal,"['sangat', 'buruk', 'saya', 'memiliki', 'cicilan', 'kredivo', 'membayar', 'pakai', 'spay', 'malah', 'telat', 'prosesnya', 'berhasil', 'hari', 'esok', 'saya', 'jadinya', 'terkena', 'denda', 'sebesar', 'ribu', 'kredivo', 'yang', 'harusnya', 'uang', 'malah', 'jadi', 'nombok', 'shopee', 'jelek', 'tidak', 'realtime', 'lama', 'bals', 'jelek', 'pekerjanya', 'lemot', 'farah', 'maaf', 'saya', 'uninstal']","['buruk', 'memiliki', 'cicilan', 'kredivo', 'membayar', 'pakai', 'spay', 'telat', 'prosesnya', 'berhasil', 'esok', 'terkena', 'denda', 'ribu', 'kredivo', 'uang', 'nombok', 'shopee', 'jelek', 'realtime', 'bals', 'jelek', 'pekerjanya', 'lemot', 'farah', 'maaf', 'uninstal']",buruk milik cicil kredivo bayar pakai spay telat proses hasil esok kena denda ribu kredivo uang nombok shopee jelek realtime bals jelek kerja lot farah maaf uninstal
